;Unnamed: 0;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar;ort;yagis;tuketim;temiz
26.11.14;26.11.14 00:00;30,25;16,2;53,18;77,51;57,85;17,87;20,26;89,72;90,06;99,99;55,29;7,7;;75.344
27.11.14;27.11.14 00:00;33,25;18,46;53,96;79,33;57,85;18,47;20,91;91,02;91,35;99,99;56,46;3,75;;75.344
28.11.14;28.11.14 00:00;34,01;18,98;54,43;80,07;60,06;18,93;21,44;91,48;91,8;99,98;57,12;0,59;;75.344
29.11.14;29.11.14 00:00;34,84;19,48;54,64;80,07;64,13;19,23;21,94;91,68;92;99,96;57,8;0;;75.344
30.11.14;30.11.14 00:00;35,37;19,92;54,79;79,88;64,5;19,53;22,33;91,98;92,3;99,98;58,06;6,28;;75.344
1.12.14;1.12.14 00:00;36,68;20,94;56,88;80,07;65,7;19,98;22,75;92,48;92,79;99,97;58,82;6,43;;77.285
2.12.14;2.12.14 00:00;37,76;21,75;57,14;80,43;67,84;20,43;23,32;92,7;93;99,97;59,43;1,14;;77.285
3.12.14;3.12.14 00:00;38,61;22,27;57,14;80,43;67,84;20,88;23,74;93,56;93,32;99,97;59,78;5,08;;77.285
4.12.14;4.12.14 00:00;39,46;22,73;57,08;79,88;68,13;21,18;23,99;98,78;93,85;99,95;60,5;0,27;;77.285
5.12.14;5.12.14 00:00;40,14;23,05;56,82;80,62;68,13;21,33;24,32;100;95,16;99,99;60,96;2,39;;77.285
6.12.14;6.12.14 00:00;40,87;23,44;56,93;80,62;69,26;21,48;24,52;100;94,64;99,99;61,18;2,06;;77.285
7.12.14;7.12.14 00:00;41,86;23,8;57,92;80,25;69,26;21,63;24,72;100;93,85;99,99;61,33;6,16;;77.285
8.12.14;8.12.14 00:00;42,36;24,17;58,13;81,17;69,26;22,08;25,08;100;93,64;99,99;61,59;3,04;;77.285
9.12.14;9.12.14 00:00;42,92;24,45;58,18;81,91;70,49;23,37;25,44;100;93,32;99,99;62,01;2,22;;77.285
10.12.14;10.12.14 00:00;43,55;24,71;58,18;82,09;70,68;24,04;25,9;100;93,11;99,99;62,22;0,77;;77.285
11.12.14;11.12.14 00:00;44,18;24,97;58,28;82,83;70,87;24,21;25,96;100;92,3;99,99;62,36;1,19;;77.285
12.12.14;12.12.14 00:00;45,07;25,31;58,33;82,65;71,16;24,72;26,58;100;92,1;99,97;62,59;3,86;;77.285
13.12.14;13.12.14 00:00;46,47;26,43;60,36;83,02;72,7;25,22;27,32;100;92,1;99,99;63,36;9,48;;77.285
14.12.14;14.12.14 00:00;46,98;27,5;60,73;82,83;73,37;25,9;27,91;100;92,59;99,99;63,78;0;;77.285
15.12.14;15.12.14 00:00;47,69;28,28;60,85;83,39;73,76;26,23;28,76;100;92,89;99,99;64,18;0;;77.285
16.12.14;16.12.14 00:00;48,46;28,75;60,85;83,39;73,96;26,4;28,69;100;93;99,99;64,35;0;;77.285
17.12.14;17.12.14 00:00;49,11;29,19;60,85;82,83;74,44;26,4;29,06;100;93,32;99,99;64,52;0;;77.285
18.12.14;18.12.14 00:00;49,64;29,6;60,92;83,02;74,74;27,24;29,5;100;93,64;99,99;64,83;5,46;;77.285
19.12.14;19.12.14 00:00;49,9;29,86;60,73;83,76;74,83;28,42;29,79;100;93,85;99,99;65,11;0;;77.285
20.12.14;20.12.14 00:00;50,42;30,11;60,67;83,58;75,03;29,09;30,1;100;93,96;99,93;65,29;0;;77.285
21.12.14;21.12.14 00:00;50,69;30,37;60,48;83,39;75,03;29,43;30,35;100;93,96;99,95;65,37;0;;77.285
22.12.14;22.12.14 00:00;51,48;31,03;60,98;83,39;79,98;29,93;30,35;100;93,96;99,93;66,1;5,9;;77.285
23.12.14;23.12.14 00:00;51,94;31,66;60,85;83,39;80,19;30,1;30,41;100;93,85;99,92;66,23;0;;77.285
24.12.14;24.12.14 00:00;52,54;32,06;60,6;83,2;80,19;30,27;30,6;100;93,43;99,9;66,28;0;;77.285
25.12.14;25.12.14 00:00;53,2;32,5;60,54;82,65;80,29;30,61;30,6;100;93,11;99,9;66,34;0;;77.285
26.12.14;26.12.14 00:00;53,74;32,83;60,54;82,65;80,39;30,77;30,95;100;92,89;99,91;66,47;0;;77.285
27.12.14;27.12.14 00:00;54,21;33,13;61,73;82,83;80,49;31,28;31,29;100;93,21;99,93;66,81;9,97;;77.285
28.12.14;28.12.14 00:00;56,17;34,19;64,54;83,2;81,09;31,95;31,73;100;93,53;99,93;67,63;3,47;;77.285
29.12.14;29.12.14 00:00;56,51;34,93;65,1;83,02;81,7;32,12;32,13;100;93,53;99,95;67,9;5,56;;77.285
30.12.14;30.12.14 00:00;61,85;37,35;68,6;84,51;82,51;34,31;32,64;100;96,2;99,95;69,79;14,65;;77.285
31.12.14;31.12.14 00:00;63,76;39,48;70,67;85,25;83,53;35,32;33,26;100;95,93;99,97;70,72;13,51;;77.285
1.01.15;1.01.15 00:00;72,78;46,46;91,71;87,51;90,82;42,37;36,89;100;97,36;99,99;76,59;27,69;15879938.1;77.053
2.01.15;2.01.15 00:00;77,46;50,98;93,38;88,45;93,27;45,93;38,53;100;92,79;99,95;78,07;2,55;15879938.1;77.053
3.01.15;3.01.15 00:00;78,53;52,53;93,88;88,45;94,24;47,35;39,07;100;91,35;99,99;78,54;0;15879938.1;77.053
4.01.15;4.01.15 00:00;78,91;53,5;92,71;89,02;94,99;48,06;39,38;100;91,35;99,99;78,79;0;15879938.1;77.053
5.01.15;5.01.15 00:00;81,85;56,79;90,38;89,02;95,64;49,48;40,11;100;91,35;99,99;79,46;8,53;15879938.1;77.053
6.01.15;6.01.15 00:00;82,86;58,48;91,79;90,53;95,74;51,08;40,54;100;91,44;99,99;80,24;1,6;15879938.1;77.053
7.01.15;7.01.15 00:00;85,22;59,43;89,38;90,53;95,96;51,61;40,98;100;91,44;99,99;80,45;1,63;15879938.1;77.053
8.01.15;8.01.15 00:00;86,81;60,13;89,54;90,53;95,96;51,61;40,98;100;91,53;99,99;80,71;0,74;15879938.1;77.053
9.01.15;9.01.15 00:00;87,13;60,54;84,85;90,72;95,64;51,79;41,52;100;91,53;99,99;80,37;0,43;15879938.1;77.053
10.01.15;10.01.15 00:00;87,13;61,13;89,29;90,72;95,1;51,97;41,14;100;91,53;99,99;80,8;0;15879938.1;77.053
11.01.15;11.01.15 00:00;86,57;62,04;91,79;90,92;95,1;52,68;41,6;100;91,53;99,99;81,22;3,77;15879938.1;77.053
12.01.15;12.01.15 00:00;87,29;64,85;93,29;92,25;94,56;53,57;42,01;100;91,71;99,99;81,95;6,06;15879938.1;77.053
13.01.15;13.01.15 00:00;94,79;71,13;90,46;95,91;96,18;59,5;45,96;100;96,02;99,99;84,99;27,79;15879938.1;77.053
14.01.15;14.01.15 00:00;96,46;74,11;91,63;97,85;97,59;61,71;47,26;100;93,43;99,99;86;0;15879938.1;77.053
15.01.15;15.01.15 00:00;96,96;75,81;92,46;98,44;98,25;62,44;47,26;100;93,11;99,99;86,47;0;15879938.1;77.053
16.01.15;16.01.15 00:00;97,63;77,3;92,63;98,44;98,25;63,17;47,56;100;93,11;99,99;86,81;0;15879938.1;77.053
17.01.15;17.01.15 00:00;98,22;78,21;92,21;98,04;98,36;63,72;47,79;100;93,11;99,99;86,96;0;15879938.1;77.053
18.01.15;18.01.15 00:00;97,88;78,95;92,46;98,04;98,57;63,91;48,25;100;92,79;99,95;87,08;0;15879938.1;77.053
19.01.15;19.01.15 00:00;97,63;79,75;92,46;98,44;98,79;64,09;48,25;100;92,79;99,99;87,22;0;15879938.1;77.053
20.01.15;20.01.15 00:00;96,54;80,34;91,88;98,04;98,9;64,46;48,42;100;92,79;99,93;87,13;0;15879938.1;77.053
21.01.15;21.01.15 00:00;96,37;81,19;91,96;98,04;98,79;64,64;48,75;100;95,24;99,93;87,49;0;15879938.1;77.053
22.01.15;22.01.15 00:00;96,54;81,99;91,96;98,04;98,68;64,82;48,75;100;93,53;99,93;87,42;0;15879938.1;77.053
23.01.15;23.01.15 00:00;95,96;82,62;91,96;98,04;98,57;65,01;48,99;100;93,85;99,93;87,49;0;15879938.1;77.053
24.01.15;24.01.15 00:00;95,62;83,05;92,04;98,24;98,68;65,01;49,44;100;94,19;99,99;87,63;0;15879938.1;77.053
25.01.15;25.01.15 00:00;95,62;83,63;91,79;97,66;98,46;65,19;49,44;100;94,76;99,93;87,65;0,5;15879938.1;77.053
26.01.15;26.01.15 00:00;96,54;83,95;91,71;97,66;98,36;65,38;49,44;100;95,24;99,99;87,83;0,93;15879938.1;77.053
27.01.15;27.01.15 00:00;96,46;84,11;91,79;97,66;98,36;65,56;49,7;100;95,41;99,99;87,9;1,67;15879938.1;77.053
28.01.15;28.01.15 00:00;96,46;84,49;92,29;98,44;98,79;66,84;50,35;100;95,66;99,99;88,33;14,25;15879938.1;77.053
29.01.15;29.01.15 00:00;96,46;85,07;93,46;98,83;99,56;68,68;50,77;100;96,39;99,99;88,92;5,04;15879938.1;77.053
30.01.15;30.01.15 00:00;96,29;85,34;93,71;99,02;99,45;69,23;50,99;100;96,11;99,99;89,01;0;15879938.1;77.053
31.01.15;31.01.15 00:00;96,12;85,76;93,79;98,83;99,12;68,86;51,13;100;95,58;99,99;88,92;0,15;15879938.1;77.053
1.02.15;1.02.15 00:00;95,87;85,92;93,88;99,02;98,79;69,59;51,44;100;97,76;99,99;89,23;2,21;15879938.1;67.912
2.02.15;2.02.15 00:00;95,62;86,35;93,79;99,61;98,57;70,15;51,84;100;96,76;99,99;89,27;18,97;15879938.1;67.912
3.02.15;3.02.15 00:00;95,79;88,96;96,25;98,04;100;77,72;54,05;100;91,8;99,99;90,26;24,18;15879938.1;67.912
4.02.15;4.02.15 00:00;98,64;90,34;92,46;98,83;100;80,54;54,91;100;91,8;99,99;90,75;1,6;15879938.1;67.912
5.02.15;5.02.15 00:00;98,22;90,87;93,21;99,22;100;81,29;55,7;100;91,62;99,99;91,01;0,52;15879938.1;67.912
6.02.15;6.02.15 00:00;97,88;91,3;93,13;98,44;99,12;82,04;56,11;100;92;99,99;91;0;15879938.1;67.912
7.02.15;7.02.15 00:00;97,38;91,55;93,96;98,83;98,46;82,42;56,37;100;92,2;99,99;91,12;4,07;15879938.1;67.912
8.02.15;8.02.15 00:00;96,96;91,8;95,1;99,02;98,03;83,17;56,37;100;92,49;99,96;91,29;0,99;15879938.1;67.912
9.02.15;9.02.15 00:00;96,54;92,35;97,08;98,24;98,46;84,86;57,18;100;92,3;99,97;91,7;10,74;15879938.1;67.912
10.02.15;10.02.15 00:00;96,37;93;97,71;98,04;98,79;85,8;57,65;100;92,3;99,96;91,96;4,43;15879938.1;67.912
11.02.15;11.02.15 00:00;96,62;93,85;98,44;98,83;99,23;87,49;58,44;100;92,3;99,96;92,52;7,02;15879938.1;67.912
12.02.15;12.02.15 00:00;97,72;94,92;98,54;98,83;99,78;87,49;58,88;100;92,2;99,95;92,83;4,19;15879938.1;67.912
13.02.15;13.02.15 00:00;99,83;98,53;95,63;99,02;100;88,43;59,6;100;91,8;99,95;93,28;5,46;15879938.1;67.912
14.02.15;14.02.15 00:00;99,83;100;99,06;99,41;100;90,68;60,46;100;91,8;99,99;94,12;4,5;15879938.1;67.912
15.02.15;15.02.15 00:00;99,83;100;100;98,63;100;92,56;61;100;91,8;99,99;94,38;2,01;15879938.1;67.912
16.02.15;16.02.15 00:00;99,75;100;100;99,02;100;94,45;61,77;100;91,35;99,99;94,63;4,57;15879938.1;67.912
17.02.15;17.02.15 00:00;99,75;100;94,46;98,83;99,45;94,45;62,38;100;92;99,99;94,13;5,89;15879938.1;67.912
18.02.15;18.02.15 00:00;99,75;100;95,42;98,83;97,7;93,13;63,14;100;92,79;99,99;94,08;3;15879938.1;67.912
19.02.15;19.02.15 00:00;99,75;100;96,15;98,63;95,96;89,37;64,05;100;93,32;99,99;93,72;5,16;15879938.1;67.912
20.02.15;20.02.15 00:00;99,83;100;95,94;98,04;94,88;88,81;64,67;100;93,64;99,99;93,58;9,17;15879938.1;67.912
21.02.15;21.02.15 00:00;100;100;93,29;97,85;96,18;90,87;65,91;100;94,42;99,99;93,85;3,99;15879938.1;67.912
22.02.15;22.02.15 00:00;100;100;95,83;99,22;98,68;94,25;67,46;100;95,16;99,99;95,06;0;15879938.1;67.912
23.02.15;23.02.15 00:00;100;100;98,75;98,83;99,89;95,79;68,97;100;95,83;99,99;95,8;0;15879938.1;67.912
24.02.15;24.02.15 00:00;100;100;100;98,83;100;98,08;71,6;100;95,83;99,99;96,43;6,7;15879938.1;67.912
25.02.15;25.02.15 00:00;100;100;100;99,61;100;97,13;73,43;100;95,41;99,99;96,56;0,34;15879938.1;67.912
26.02.15;26.02.15 00:00;100;100;98,65;98,24;99,67;96,94;74,63;100;94,99;99,99;96,31;0;15879938.1;67.912
27.02.15;27.02.15 00:00;100;100;99,06;98,44;100;97,7;74,63;100;94,19;99,99;96,4;0;15879938.1;67.912
28.02.15;28.02.15 00:00;100;100;99,9;98,63;100;97,7;74,82;100;93,32;99,99;96,44;2,71;15879938.1;67.912
1.03.15;1.03.15 00:00;100;100;100;98,63;99,12;97,51;75,11;100;92,79;99,99;96,32;0,32;15879938.1;75.459
2.03.15;2.03.15 00:00;99,15;100;100;98,44;99,34;97,32;75,11;100;91,8;99,99;96,12;0;15879938.1;75.459
3.03.15;3.03.15 00:00;98,31;100;100;98,24;99,78;97,13;75,38;100;91,8;99,99;96,06;0;15879938.1;75.459
4.03.15;4.03.15 00:00;97,55;100;100;98,63;100;97,51;75,62;100;92,49;99,99;96,18;4,08;15879938.1;75.459
5.03.15;5.03.15 00:00;96,37;100;100;98,63;100;97,7;75,62;100;93,11;99,99;96,14;0;15879938.1;75.459
6.03.15;6.03.15 00:00;95,62;100;100;98,63;100;97,89;75,93;100;93,85;99,99;96,19;0;15879938.1;75.459
7.03.15;7.03.15 00:00;95,12;100;99,27;98,44;99,34;97,7;76,09;100;94,53;99,99;96,05;0,43;15879938.1;75.459
8.03.15;8.03.15 00:00;94,87;100;99,27;98,04;98,36;97,32;76,17;100;95,07;99,99;95,91;0;15879938.1;75.459
9.03.15;9.03.15 00:00;94,71;100;99,27;98,04;98,36;97,13;76,69;100;95,41;99,99;95,96;0,15;15879938.1;75.459
10.03.15;10.03.15 00:00;94,37;100;99,38;98,04;98,57;97,13;76,69;100;95,66;99,99;95,98;0;15879938.1;75.459
11.03.15;11.03.15 00:00;94,29;100;99,38;97,66;98,68;97,13;76,32;100;95,93;99,99;95,94;0;15879938.1;75.459
12.03.15;12.03.15 00:00;93,88;100;99,38;97,66;98,68;97,32;76,24;100;96,3;99,99;95,94;0;15879938.1;75.459
13.03.15;13.03.15 00:00;93,55;100;99,38;97,46;98,79;97,32;76,32;100;96,57;99,99;95,94;0;15879938.1;75.459
14.03.15;14.03.15 00:00;93,22;100;99,06;97,27;98,9;97,32;76,39;100;96,57;99,99;95,87;1,33;15879938.1;75.459
15.03.15;15.03.15 00:00;92,97;100;99,17;97,66;99,23;97,7;76,61;100;96,96;99,99;96,03;11,44;15879938.1;75.459
16.03.15;16.03.15 00:00;92,64;100;99,17;99,22;99,67;98,85;76,76;100;97,26;99,99;96,36;3,21;15879938.1;75.459
17.03.15;17.03.15 00:00;92,31;100;99,17;99,8;99,78;99,04;76,84;100;95,16;99,99;96,21;0;15879938.1;75.459
18.03.15;18.03.15 00:00;91,99;100;99,17;99,61;99,78;99,23;76,76;100;95,16;99,99;96,17;0;15879938.1;75.459
19.03.15;19.03.15 00:00;91,58;100;99,17;99,61;99,89;99,23;76,84;100;95,33;99,99;96,16;0;15879938.1;75.459
20.03.15;20.03.15 00:00;91,33;100;99,17;99,61;99,89;99,43;76,76;100;94,99;99,99;96,12;0;15879938.1;75.459
21.03.15;21.03.15 00:00;91,17;100;99,27;99,61;100;99,43;76,94;100;96,11;99,99;96,25;5,36;15879938.1;75.459
22.03.15;22.03.15 00:00;91,99;100;100;99,22;100;99,43;77,05;100;96,3;99,99;96,4;3,38;15879938.1;75.459
23.03.15;23.03.15 00:00;92,07;100;100;99,22;100;99,43;77,15;100;96,67;99,99;96,45;0;15879938.1;75.459
24.03.15;24.03.15 00:00;91,99;100;100;99,02;100;99,62;77,26;100;97,06;99,99;96,49;0,09;15879938.1;75.459
25.03.15;25.03.15 00:00;91,9;100;99,69;98,83;100;99,62;77,15;100;97,56;99,99;96,47;0;15879938.1;75.459
26.03.15;26.03.15 00:00;91,82;100;99,79;98,63;100;99,62;77,15;100;97,36;99,99;96,44;0;15879938.1;75.459
27.03.15;27.03.15 00:00;91,66;100;100;98,63;100;99,81;77,36;100;96,76;99,99;96,42;2,78;15879938.1;75.459
28.03.15;28.03.15 00:00;91,5;100;100;98,63;100;100;77,67;100;97,26;99,99;96,5;4,13;15879938.1;75.459
29.03.15;29.03.15 00:00;91,25;100;100;98,83;100;100;77,67;100;97,06;99,99;96,48;2,9;15879938.1;75.459
30.03.15;30.03.15 00:00;91,01;100;100;98,83;100;100;77,78;100;96,76;99,99;96,44;0,54;15879938.1;75.459
31.03.15;31.03.15 00:00;90,76;100;100;98,63;100;100;77,67;100;96,3;99,99;96,34;0,87;15879938.1;75.459
1.04.15;1.04.15 00:00;90,6;100;99,9;98,63;100;100;77,78;100;96,02;99,99;96,29;2,16;15879938.1;74.177
2.04.15;2.04.15 00:00;90,44;100;100;98,83;100;100;77,98;100;96,39;99,99;96,36;10,54;15879938.1;74.177
3.04.15;3.04.15 00:00;90,35;100;100;99,02;100;100;77,88;100;96,86;99,99;96,41;0,24;15879938.1;74.177
4.04.15;4.04.15 00:00;90,19;100;100;98,63;100;100;77,88;100;97,26;99,99;96,4;1,26;15879938.1;74.177
5.04.15;5.04.15 00:00;90,03;100;100;98,83;100;100;78,08;100;97,26;99,99;96,42;0,5;15879938.1;74.177
6.04.15;6.04.15 00:00;89,74;100;100;98,63;100;100;78,08;100;97,26;99,99;96,37;0,35;15879938.1;74.177
7.04.15;7.04.15 00:00;90,52;100;100;100;100;100;79,96;100;100;99,99;97,05;30,72;15879938.1;74.177
8.04.15;8.04.15 00:00;91,41;100;100;99,61;99,67;100;80,7;100;98,3;99,99;96,97;1,36;15879938.1;74.177
9.04.15;9.04.15 00:00;91,58;100;100;100;100;100;80,97;100;95,41;99,99;96,79;0;15879938.1;74.177
10.04.15;10.04.15 00:00;96,29;100;100;100;99,12;99,62;81,15;100;95,66;99,99;97,18;9,59;15879938.1;74.177
11.04.15;11.04.15 00:00;98,39;100;100;99,8;99,34;99,62;81,06;100;95,58;99,99;97,38;0;15879938.1;74.177
12.04.15;12.04.15 00:00;98,64;100;100;99,8;99,67;99,81;81,15;100;95,83;99,99;97,49;0;15879938.1;74.177
13.04.15;13.04.15 00:00;98,81;100;100;99,61;99,78;99,81;81,06;100;96,02;99,99;97,51;0;15879938.1;74.177
14.04.15;14.04.15 00:00;98,56;100;99,9;99,41;99,89;100;81,24;100;96,3;99,99;97,53;0;15879938.1;74.177
15.04.15;15.04.15 00:00;98,47;100;99,79;99,41;99,89;100;81,15;100;96,67;99,99;97,54;0,56;15879938.1;74.177
16.04.15;16.04.15 00:00;98,14;100;99,38;99,22;99,89;100;81,24;100;97,26;99,99;97,51;0;15879938.1;74.177
17.04.15;17.04.15 00:00;97,97;100;99,48;99,02;100;99,81;81,33;100;97,98;99,99;97,56;0;15879938.1;74.177
18.04.15;18.04.15 00:00;97,8;100;99,27;98,83;99,78;99,81;81,6;100;98,84;99,99;97,59;0;15879938.1;74.177
19.04.15;19.04.15 00:00;97,55;100;98,96;98,83;99,67;100;81,51;100;95,58;99,99;97,21;0,01;15879938.1;74.177
20.04.15;20.04.15 00:00;97,29;100;98,65;98,44;99,56;99,62;81,06;100;98,96;99,99;97,36;3,15;15879938.1;74.177
21.04.15;21.04.15 00:00;97,13;100;98,23;98,44;99,67;99,62;81,24;100;98,3;99,99;97,26;0;15879938.1;74.177
22.04.15;22.04.15 00:00;96,88;99,99;98,02;98,04;99,45;99,23;80,97;100;97,56;99,99;97,01;1,37;15879938.1;74.177
23.04.15;23.04.15 00:00;96,79;99,98;98,85;97,85;99,23;99,23;81,24;100;95,83;99,99;96,9;3,56;15879938.1;74.177
24.04.15;24.04.15 00:00;96,54;99,86;98,96;97,85;98,68;99,04;80,88;100;95,24;99,99;96,7;0,29;15879938.1;74.177
25.04.15;25.04.15 00:00;96,21;99,7;99,06;97,85;97,92;98,85;81,15;100;95,41;99,99;96,61;0;15879938.1;74.177
26.04.15;26.04.15 00:00;96,04;99,54;99,06;97,85;97,48;98,85;81,33;100;95,49;99,99;96,56;0,96;15879938.1;74.177
27.04.15;27.04.15 00:00;95,62;99,28;99,06;97,66;97,59;98,66;81,33;100;95,83;99,99;96,5;3,26;15879938.1;74.177
28.04.15;28.04.15 00:00;95,12;99,23;99,06;97,46;97,59;98,47;81,15;100;96,39;99,99;96,45;0;15879938.1;74.177
29.04.15;29.04.15 00:00;95,21;99,07;99,06;97,27;97,81;98,28;80,97;100;96,57;99,99;96,42;0;15879938.1;74.177
30.04.15;30.04.15 00:00;95,04;98,91;99,17;97,07;97,81;98,47;81,42;100;96,76;99,99;96,46;4,89;15879938.1;74.177
1.05.15;1.05.15 00:00;94,87;98,8;99,27;96,88;97,81;98,28;81,24;100;97,16;99,99;96,43;0;15879938.1;82.905
2.05.15;2.05.15 00:00;94,71;98,69;99,17;96,49;98,03;98,08;81,24;100;97,56;99,99;96,4;0;15879938.1;82.905
3.05.15;3.05.15 00:00;94,71;98,59;99,27;96,3;98,03;98,08;81,33;100;97,76;99,99;96,41;1,76;15879938.1;82.905
4.05.15;4.05.15 00:00;94,54;98,48;99,38;96,1;98,57;98,28;81,15;100;98,09;99,99;96,46;2,65;15879938.1;82.905
5.05.15;5.05.15 00:00;94,54;98,32;99,48;95,91;98,79;98,08;81,15;100;98,3;99,99;96,46;0;15879938.1;82.905
6.05.15;6.05.15 00:00;94,29;98,21;99,48;95,72;98,9;97,89;81,24;100;98,52;99,99;96,42;0;15879938.1;82.905
7.05.15;7.05.15 00:00;94,13;98,11;99,38;95,33;99,23;97,7;81,15;100;98,63;99,87;96,35;0;15879938.1;82.905
8.05.15;8.05.15 00:00;94,04;97,9;100;95,14;99,56;98,08;81,33;100;97,76;99,81;96,36;13,42;15879938.1;82.905
9.05.15;9.05.15 00:00;94,54;97,9;100;95,33;100;98,85;81,33;100;96,76;99,83;96,45;11,16;15879938.1;82.905
10.05.15;10.05.15 00:00;94,62;97,63;100;95,14;100;98,85;81,69;100;96,96;99,78;96,47;0,01;15879938.1;82.905
11.05.15;11.05.15 00:00;94,54;97,36;99,79;94,75;100;98,66;81,24;100;97,26;99,75;96,34;0;15879938.1;82.905
12.05.15;12.05.15 00:00;94,46;97,1;99,58;94,36;100;98,47;81,15;100;97,46;99,37;96,2;0;15879938.1;82.905
13.05.15;13.05.15 00:00;94,46;96,88;99,38;94,17;100;98,28;81,24;100;97,76;94,84;95,7;0;15879938.1;82.905
14.05.15;14.05.15 00:00;94,46;96,51;99,27;93,98;100;98,08;81,42;100;98,09;92,56;95,44;0;15879938.1;82.905
15.05.15;15.05.15 00:00;94,54;96,3;99,17;93,59;100;97,89;80,88;100;98,3;87,18;94,78;0;15879938.1;82.905
16.05.15;16.05.15 00:00;94,71;95,98;99,06;93,21;100;97,7;80,97;100;98,63;77,16;93,74;0;15879938.1;82.905
17.05.15;17.05.15 00:00;94,71;95,66;98,96;93,02;100;97,51;80,79;100;98,84;81,09;94,06;0;15879938.1;82.905
18.05.15;18.05.15 00:00;94,62;95,39;98,85;92,83;100;97,32;80,7;100;98,84;77,89;93,64;0;15879938.1;82.905
19.05.15;19.05.15 00:00;94,71;95,13;98,65;92,44;100;97,32;80,88;100;98,84;74,18;93,21;0;15879938.1;82.905
20.05.15;20.05.15 00:00;94,71;94,76;98,44;92,25;100;96,94;80,79;100;98,84;71,35;92,81;0;15879938.1;82.905
21.05.15;21.05.15 00:00;94,54;94,44;98,23;92,06;100;96,74;80,62;100;98,84;69,56;92,5;0,09;15879938.1;82.905
22.05.15;22.05.15 00:00;94,54;94,17;97,92;91,68;99,78;96,36;80,29;100;98,63;67,67;92,1;0;15879938.1;82.905
23.05.15;23.05.15 00:00;94,54;93,9;97,71;91,3;99,56;96,17;80,37;100;98,41;65,15;91,71;0;15879938.1;82.905
24.05.15;24.05.15 00:00;94,46;93,64;97,4;91,11;99,56;95,98;80,21;100;98,3;61,58;91,22;0;15879938.1;82.905
25.05.15;25.05.15 00:00;94,46;93,27;97,19;90,53;99,34;95,79;80,12;100;98,3;61,79;91,08;0;15879938.1;82.905
26.05.15;26.05.15 00:00;94,54;93,05;97,08;90,34;99,34;95,4;79,96;100;98,09;61,98;90,98;0;15879938.1;82.905
27.05.15;27.05.15 00:00;94,79;92,63;96,77;89,96;98,9;95,21;79,96;100;97,76;62,62;90,86;0;15879938.1;82.905
28.05.15;28.05.15 00:00;95,04;92,23;96,56;90,92;98,79;95,02;80,12;100;97,76;66,99;91,34;5,39;15879938.1;82.905
29.05.15;29.05.15 00:00;95,29;91,89;96,25;90,34;98,68;94,83;79,96;100;98,09;66,96;91,23;0,7;15879938.1;82.905
30.05.15;30.05.15 00:00;95,62;91,6;96,04;89,96;98,57;94,45;79,31;100;98,19;66,23;91;0;15879938.1;82.905
31.05.15;31.05.15 00:00;95,96;91,35;95,73;89,77;98,46;94,07;78,78;100;98,19;65,64;90,79;0;15879938.1;82.905
1.06.15;1.06.15 00:00;96,21;90,98;95,52;89,4;98,36;93,88;78,89;100;98,41;64,26;90,59;0;15879938.1;82.472
2.06.15;2.06.15 00:00;96,04;90,61;95,31;88,83;98,03;93,5;79,1;100;98,41;63,02;90,28;0;15879938.1;82.472
3.06.15;3.06.15 00:00;95,87;90,29;95,1;88,64;97,81;93,31;78,78;100;98,09;61,72;89,96;0;15879938.1;82.472
4.06.15;4.06.15 00:00;95,45;89,97;94,9;88,45;97,59;92,94;78,58;99,76;97,87;61,26;89,68;0;15879938.1;82.472
5.06.15;5.06.15 00:00;95,12;89,65;94,71;88,45;97,26;92,75;78,48;99,63;97,76;59,03;89,28;0;15879938.1;82.472
6.06.15;6.06.15 00:00;94,79;89,54;95,31;88,26;96,72;92,56;77,98;99,39;97,56;56,86;88,9;5,35;15879938.1;82.472
7.06.15;7.06.15 00:00;94,54;89,49;95,52;88,26;96,72;92,37;77,98;99,15;97,36;54,41;88,58;5,62;15879938.1;82.472
8.06.15;8.06.15 00:00;94,13;89,33;95,42;88,07;96,61;92,19;77,67;98,55;97,16;52,6;88,17;0,57;15879938.1;82.472
9.06.15;9.06.15 00:00;93,88;89,22;95,42;88,07;96,61;91,81;77,47;97,98;96,96;51,87;87,93;3,05;15879938.1;82.472
10.06.15;10.06.15 00:00;93,47;89,12;95,31;87,88;96,29;91,62;77,36;97,43;96,76;50,33;87,56;0;15879938.1;82.472
11.06.15;11.06.15 00:00;93,14;88,9;95,1;87,88;96,07;91,44;77,36;96,58;96,3;49;87,18;0;15879938.1;82.472
12.06.15;12.06.15 00:00;92,72;88,74;94,9;87,69;95,96;91,25;77,36;95,6;95,83;47,51;86,76;0;15879938.1;82.472
13.06.15;13.06.15 00:00;92,31;88,53;94,79;87,51;95,85;91,06;76,94;95,16;95,41;46,53;86,41;0;15879938.1;82.472
14.06.15;14.06.15 00:00;91,82;88,32;94,54;87,13;95,53;90,5;76,76;93,79;94,76;45,95;85,91;0;15879938.1;82.472
15.06.15;15.06.15 00:00;91,41;88,16;94,21;86,94;95,42;90,31;76,69;92,48;93,85;45,22;85,47;0;15879938.1;82.472
16.06.15;16.06.15 00:00;91,01;87,89;94,04;86,75;95,2;89,93;76,47;91,3;93;44,43;85;0;15879938.1;82.472
