;Unnamed: 0;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar;ort;yagis;tuketim;temiz
23.08.21;23.08.21 00:00;89,52;61,9;74,17;67,51;30,05;55,34;32,25;24,67;3,77;30,69;46,99;0;21530603.15;103.431
24.08.21;24.08.21 00:00;89,38;61,57;73,85;67,15;29,78;54,99;32,13;23,46;2,92;31,08;46,63;0;21530603.15;103.431
25.08.21;25.08.21 00:00;89,13;61,24;73,54;66,98;29,39;54,63;32,02;22,08;2,13;31,21;46,24;0;21530603.15;103.431
26.08.21;26.08.21 00:00;88,77;60,94;73,17;66,8;29,12;54,45;31,8;20,92;2,1;29,55;45,76;0;21530603.15;103.431
27.08.21;27.08.21 00:00;88,41;60,68;72,54;66,45;28,73;54,28;31,66;19,8;2,13;31,04;45,57;0;21530603.15;103.431
28.08.21;28.08.21 00:00;88,25;60,39;72,17;66,28;28,41;53,92;31,44;18,76;2,16;24,63;44,64;0;21530603.15;103.431
29.08.21;29.08.21 00:00;88,09;60,1;71,85;66,11;28,02;53,74;31,15;17,44;2,01;19,57;43,81;0;21530603.15;103.431
30.08.21;30.08.21 00:00;87,77;59,84;71,48;65,93;27,7;53,39;30,88;16,47;1,92;20,25;43,56;0;21530603.15;103.431
31.08.21;31.08.21 00:00;87,45;59,55;71,17;65,76;27,31;53,03;30,6;15,24;2,04;20,67;43,28;0;21530603.15;103.431
1.09.21;1.09.21 00:00;87,13;59,21;70,54;65,41;27,06;52,85;30,41;14,09;2,1;20,88;42,97;0,23;21530603.15;95.039
2.09.21;2.09.21 00:00;86,81;58,92;70,04;65,24;26,55;52,5;30,1;13,15;2,23;21,85;42,74;4,47;21530603.15;95.039
3.09.21;3.09.21 00:00;86,41;58,63;69,48;65,06;26,36;52,32;29,91;12,22;2,36;21,93;42,47;4,73;21530603.15;95.039
4.09.21;4.09.21 00:00;86,17;58,37;69,17;64,72;26,18;51,97;29,79;10,87;2,39;22,48;42,21;0;21530603.15;95.039
5.09.21;5.09.21 00:00;85,94;58,15;68,79;64,37;25,99;51,61;29,67;10,29;2,43;23,22;42,05;0;21530603.15;95.039
6.09.21;6.09.21 00:00;85,7;57,82;68,42;63,85;25,62;51,43;29,38;9,68;2,49;23,2;41,76;1,09;21530603.15;95.039
7.09.21;7.09.21 00:00;85,46;57,49;68,35;63,33;25,37;51,08;29,27;10,07;2,7;23,73;41,68;2,89;21530603.15;95.039
8.09.21;8.09.21 00:00;85,3;57,23;68,17;62,82;25,12;50,72;29,11;9,42;2,74;24,37;41,5;0;21530603.15;95.039
9.09.21;9.09.21 00:00;85,06;56,94;67,92;62,47;24,94;50,37;28,95;9,29;2,53;24,85;41,33;0;21530603.15;95.039
10.09.21;10.09.21 00:00;84,67;56,64;67,67;62,13;24,76;50,19;28,76;8,97;2,49;25,32;41,16;0,87;21530603.15;95.039
11.09.21;11.09.21 00:00;84,35;56,42;67,23;61,96;24,63;50,01;28,61;8,46;2,63;25,75;41;2,76;21530603.15;95.039
12.09.21;12.09.21 00:00;84,12;56,16;66,67;61,79;24,45;49,83;28,37;8,08;2,49;26,09;40,8;0;21530603.15;95.039
13.09.21;13.09.21 00:00;83,96;55,87;66,48;61,44;24,15;49,66;28,21;7,71;2,46;26,35;40,63;0;21530603.15;95.039
14.09.21;14.09.21 00:00;83,8;55,58;66,04;61,1;23,91;49,48;27,91;7,85;2,49;26,65;40,48;0;21530603.15;95.039
15.09.21;15.09.21 00:00;83,65;55,25;65,73;60,93;23,73;49,3;27,62;7,69;2,56;24,45;40,09;0;21530603.15;95.039
16.09.21;16.09.21 00:00;83,33;54,99;65,42;60,59;23,49;48,95;27,32;7,82;2,6;27,1;40,16;0;21530603.15;95.039
17.09.21;17.09.21 00:00;83,02;54,66;64,79;60,25;23,31;48,77;27,12;7,66;2,56;27,31;39,95;0;21530603.15;95.039
18.09.21;18.09.21 00:00;82,79;54,4;64,48;59,91;22,96;48,59;26,98;7,43;2,33;27,65;39,75;0;21530603.15;95.039
19.09.21;19.09.21 00:00;82,55;54,11;64,29;59,57;22,72;48,41;26,78;7,45;2,49;27,87;39,62;0,51;21530603.15;95.039
20.09.21;20.09.21 00:00;82,32;53,84;64,04;59,23;22,55;48,06;26,58;7,3;2,56;28,53;39,5;0;21530603.15;95.039
21.09.21;21.09.21 00:00;82,08;53,54;63,29;58,89;22,08;47,88;26,27;7,28;2,77;28,6;39,27;0;21530603.15;95.039
22.09.21;22.09.21 00:00;81,69;53,22;62,92;58,55;21,73;47,7;26,08;7,3;2,92;28,15;39,03;0;21530603.15;95.039
23.09.21;23.09.21 00:00;81,46;52,97;63,54;58,38;21,56;47,35;25,9;7,09;2,85;28,46;38,96;11,26;21530603.15;95.039
24.09.21;24.09.21 00:00;81,77;52,82;63,85;58,38;22,08;47,35;25,84;7,02;2,88;29,08;39,11;9,56;21530603.15;95.039
25.09.21;25.09.21 00:00;81,54;52,53;63,67;58,04;21,91;47,17;25,73;6,99;2,92;28,41;38,89;0;21530603.15;95.039
26.09.21;26.09.21 00:00;81,38;52,2;63,35;57,71;21,73;46,99;25,61;7,06;3,03;27,3;38,64;0;21530603.15;95.039
27.09.21;27.09.21 00:00;81,15;51,9;62,85;57,37;21,5;46,82;25,44;6,87;2,96;27,34;38,42;0;21530603.15;95.039
28.09.21;28.09.21 00:00;80,84;51,61;62,67;57,2;21,33;46,64;25,29;6,83;2,92;27,01;38,23;0,08;21530603.15;95.039
29.09.21;29.09.21 00:00;80,61;51,35;62,17;56,87;21,05;46,46;25,08;7,17;3;23,75;37,75;0,72;21530603.15;95.039
30.09.21;30.09.21 00:00;80,38;51,13;61,79;56,53;20,82;46,46;24,94;7,4;3,07;21,84;37,44;4,72;21530603.15;95.039
1.10.21;1.10.21 00:00;80,07;50,87;61,42;56,03;20,71;46,28;24,79;7,6;3,19;21,67;37,26;1,55;21530603.15;91.950
2.10.21;2.10.21 00:00;79,84;50,62;61,17;55,69;20,54;46,1;24,65;7,77;3,15;22,11;37,16;2,12;21530603.15;91.950
3.10.21;3.10.21 00:00;79,45;50,32;60,85;55,36;20,43;46,1;24,52;8,02;3,19;22,33;37,06;1,58;21530603.15;91.950
4.10.21;4.10.21 00:00;79,07;50,03;60,6;55,03;20,15;45,93;24,32;8,2;3,15;22,73;36,92;0,19;21530603.15;91.950
5.10.21;5.10.21 00:00;78,61;49,7;60,16;54,69;19,93;45,57;24,19;8,36;3,22;23,11;36,75;0;21530603.15;91.950
6.10.21;6.10.21 00:00;78,07;49,4;59,84;54,36;19,76;45,39;24,05;8,64;3,25;22,79;36,56;0,01;21530603.15;91.950
7.10.21;7.10.21 00:00;77,76;49,15;59,53;54,03;19,54;45,39;23,87;8,72;3,15;24,17;36,53;2,55;21530603.15;91.950
8.10.21;8.10.21 00:00;77,15;48,82;59,22;53,7;19,16;45,22;23,74;8,85;3,03;24,61;36,35;0,45;21530603.15;91.950
9.10.21;9.10.21 00:00;76,55;48,6;59,06;53,53;18,99;45,04;23,68;8,99;3,19;23,93;36,16;3,34;21530603.15;91.950
10.10.21;10.10.21 00:00;76,01;48,3;59,11;53,37;18,83;45,22;23,62;9,35;3,62;27,33;36,48;7,89;21530603.15;91.950
11.10.21;11.10.21 00:00;75,56;48,01;58,91;53,2;18,67;45,04;23,55;9,45;3,07;29,45;36,49;0,51;21530603.15;91.950
12.10.21;12.10.21 00:00;75,18;47,68;58,85;52,87;18,51;45,04;23,43;9,48;2,6;30,44;36,41;0,58;21530603.15;91.950
13.10.21;13.10.21 00:00;74,96;47,42;58,65;52,87;18,4;45,04;23,43;9,89;3;32,26;36,59;9,84;21530603.15;91.950
14.10.21;14.10.21 00:00;74,58;47,13;58,23;52,54;18,24;44,86;23,43;10,29;3,32;33,67;36,63;0,16;21530603.15;91.950
15.10.21;15.10.21 00:00;74,28;46,79;58,02;52,21;18,08;44,68;23,32;10,41;2,74;34,26;36,48;0,21;21530603.15;91.950
16.10.21;16.10.21 00:00;74,06;46,54;57,81;51,88;17,97;44,68;23,32;10,43;2,43;34,85;36,4;2,91;21530603.15;91.950
17.10.21;17.10.21 00:00;74,36;46,28;57,92;51,88;17,82;44,86;23,2;10,8;2,04;35,8;36,5;13,67;21530603.15;91.950
18.10.21;18.10.21 00:00;74,36;46,21;57,97;51,55;17,71;44,68;23,03;11,2;2,56;36,28;36,55;3,6;21530603.15;91.950
19.10.21;19.10.21 00:00;74,13;45,99;57,66;51,23;17,5;44,51;22,97;11,6;3,07;36,46;36,51;0;21530603.15;91.950
20.10.21;20.10.21 00:00;73,91;45,62;57,6;51,06;17,29;44,33;22,86;11,73;2,63;36,79;36,38;0,1;21530603.15;91.950
21.10.21;21.10.21 00:00;73,83;45,36;56,93;50,74;17,08;44,33;22,91;11,42;2,88;37,27;36,28;0;21530603.15;91.950
22.10.21;22.10.21 00:00;73,76;45,03;56,72;50,41;16,88;44,15;22,86;11,07;2,85;37,62;36,14;0;21530603.15;91.950
23.10.21;23.10.21 00:00;73,68;44,74;56,41;50,08;16,72;43,97;22,86;10,8;2,81;37,98;36,01;0;21530603.15;91.950
24.10.21;24.10.21 00:00;73,38;44,44;56,15;49,92;16,47;43,97;22,8;10,71;2,92;38,22;35,9;0,44;21530603.15;91.950
25.10.21;25.10.21 00:00;73,31;44,15;55,94;49,59;16,31;43,8;22,75;11;3,38;39,05;35,93;6,77;21530603.15;91.950
26.10.21;26.10.21 00:00;73,23;43,89;55,57;49,27;16,21;43,8;22,65;10,61;3,32;38,68;35,72;0,09;21530603.15;91.950
27.10.21;27.10.21 00:00;73,16;43,52;55,36;48,95;16,06;43,8;22,44;10,43;3,19;37,31;35,42;0;21530603.15;91.950
28.10.21;28.10.21 00:00;73,01;43,27;55,1;48,78;15,81;43,62;22,33;10,21;3,25;35,71;35,11;0;21530603.15;91.950
29.10.21;29.10.21 00:00;72,93;42,94;54,95;48,46;15,66;43,62;22,27;10,15;3,15;33,84;34,8;0;21530603.15;91.950
30.10.21;30.10.21 00:00;72,86;42,72;54,69;48,14;15,56;43,44;22,07;10,02;2,96;32,39;34,48;0;21530603.15;91.950
31.10.21;31.10.21 00:00;72,71;42,39;54,38;47,97;15,6;43,26;21,94;9,82;2,92;33,23;34,42;0;21530603.15;91.950
1.11.21;1.11.21 00:00;72,56;42,09;54,11;47,65;15,66;43,08;21,81;9,35;2,85;34,02;34,32;1,54;21530603.15;87.657
2.11.21;2.11.21 00:00;72,34;41,8;53,91;47,33;15,71;43,08;21,81;8,99;2,67;35,07;34,27;3,03;21530603.15;87.657
3.11.21;3.11.21 00:00;72,41;41,58;54,95;47,17;15,91;43,26;21,94;9,02;2,77;36,02;34,5;11,64;21530603.15;87.657
4.11.21;4.11.21 00:00;72,04;41,54;54,64;47,01;16,01;43,08;21,88;9,23;2,85;36,88;34,52;0;21530603.15;87.657
5.11.21;5.11.21 00:00;71,67;41,54;54,27;46,69;16,11;42,91;21,68;8,8;2,92;37,83;34,44;0;21530603.15;87.657
6.11.21;6.11.21 00:00;71,37;41,47;54,06;46,21;16,16;42,73;21,62;8,97;3,07;38,54;34,42;0;21530603.15;87.657
7.11.21;7.11.21 00:00;70,93;41,47;53,85;45,89;16,11;42,73;21,5;9,05;3,11;39,31;34,4;0,3;21530603.15;87.657
8.11.21;8.11.21 00:00;70,71;41,1;53,65;45,73;16,16;42,55;21,44;8,72;2,85;39,65;34,26;0;21530603.15;87.657
9.11.21;9.11.21 00:00;70,34;40,77;53,44;45,57;16,21;42,37;21,38;8,64;2,96;40,5;34,22;0,13;21530603.15;87.657
10.11.21;10.11.21 00:00;70,12;40,55;53,13;45,25;16,26;42,37;21,32;8,91;3,55;40,51;34,2;8,25;21530603.15;87.657
11.11.21;11.11.21 00:00;69,97;40,22;52,92;45,09;16,31;42,2;21,32;8,64;3,19;40,53;34,04;0;21530603.15;87.657
12.11.21;12.11.21 00:00;69,97;39,96;52,5;44,77;16,36;42,02;21,26;8,24;2,92;39,83;33,78;0;21530603.15;87.657
13.11.21;13.11.21 00:00;69,82;39,67;51,98;44,61;16,36;41,84;21,2;8,05;3,11;39,45;33,61;0,08;21530603.15;87.657
14.11.21;14.11.21 00:00;69,68;39,34;51,72;44,29;16,36;41,66;21,14;7,71;3,19;38,6;33,37;0;21530603.15;87.657
15.11.21;15.11.21 00:00;69,46;38,97;51,56;43,98;16,41;41,49;21,02;7,6;3,35;37,77;33,16;0;21530603.15;87.657
16.11.21;16.11.21 00:00;69,24;38,71;51,35;43,82;16,36;41,49;20,97;7,55;3,07;36,66;32,92;0;21530603.15;87.657
17.11.21;17.11.21 00:00;69,02;38,42;51,04;43,5;16,36;41,31;20,91;7,33;3;35,98;32,69;0;21530603.15;87.657
18.11.21;18.11.21 00:00;68,73;38,09;50,83;43,18;16,41;41,13;20,91;7,09;3,15;35,46;32,5;0;21530603.15;87.657
19.11.21;19.11.21 00:00;68,51;37,72;50,52;43,03;16,47;41,13;20,91;6,68;3,03;34,92;32,29;0,07;21530603.15;87.657
20.11.21;20.11.21 00:00;68,36;37,42;50,1;42,87;16,52;40,95;20,91;6,34;3,11;34,54;32,11;1,56;21530603.15;87.657
21.11.21;21.11.21 00:00;68,22;37,13;49,64;42,55;16,57;40,95;20,91;5,89;3,03;34,11;31,9;0;21530603.15;87.657
22.11.21;22.11.21 00:00;68;36,84;49,38;42,4;16,52;40,78;20,8;5,48;3,03;33,75;31,7;0;21530603.15;87.657
23.11.21;23.11.21 00:00;67,56;36,51;49,22;42,08;16,57;40,6;20,86;5,28;3,03;33,39;31,51;0;21530603.15;87.657
24.11.21;24.11.21 00:00;67,64;36,25;50,47;42,08;16,67;40,95;20,8;5,46;3,11;33,49;31,69;16,41;21530603.15;87.657
25.11.21;25.11.21 00:00;67,71;36,1;50,42;42,24;16,82;40,78;20,86;5,18;3,07;33,84;31,7;0,13;21530603.15;87.657
26.11.21;26.11.21 00:00;67,42;35,81;50;42,08;16,88;40,6;20,91;4,78;3,03;34,8;31,63;0;21530603.15;87.657
27.11.21;27.11.21 00:00;67,49;35,59;50,36;42,24;17,03;40,6;20,91;4,62;2,77;35,47;31,71;6,82;21530603.15;87.657
28.11.21;28.11.21 00:00;67,35;35,33;50,21;42,08;17,13;40,42;20,97;4,3;2,74;36,34;31,69;1,52;21530603.15;87.657
29.11.21;29.11.21 00:00;67,2;35;49,95;41,77;17,08;40,24;20,91;4,04;2,67;37,39;31,62;2,75;21530603.15;87.657
30.11.21;30.11.21 00:00;67,13;34,89;50,73;41,92;17,34;40,42;20,86;4;2,63;40,21;32,01;15,99;21530603.15;87.657
1.12.21;1.12.21 00:00;67,56;35,07;51,3;41,77;18,19;40,6;20,91;4,46;3,22;41,23;32,43;7,26;21530603.15;89.488
2.12.21;2.12.21 00:00;67,78;34,96;51,15;41,45;18,29;40,42;20,86;4,66;3,03;40,26;32,29;0;21530603.15;89.488
3.12.21;3.12.21 00:00;68;34,78;51,04;41,14;18,24;40,24;20,8;4,64;2,88;39,15;32,09;0;21530603.15;89.488
4.12.21;4.12.21 00:00;68,14;34,56;50,89;40,83;18,4;40,07;20,86;4,66;2,63;36,58;31,76;1,41;21530603.15;89.488
5.12.21;5.12.21 00:00;68,51;34,41;51,56;41,14;18,72;40,24;20,91;4,87;3,42;32,4;31,62;11,68;21530603.15;89.488
6.12.21;6.12.21 00:00;68,58;34,26;51,3;40,83;18,78;40,24;20,86;5,09;3,25;29,92;31,31;0;21530603.15;89.488
7.12.21;7.12.21 00:00;68,65;34,04;50,63;40,83;18,88;40,07;20,8;5,07;2,6;27,18;30,88;1,21;21530603.15;89.488
8.12.21;8.12.21 00:00;68,73;33,82;50,94;40,83;18,94;40,24;20,86;4,91;2,74;27,67;30,97;5,8;21530603.15;89.488
9.12.21;9.12.21 00:00;68,8;33,6;50,78;40,83;19,16;40,07;20,97;5,43;3,15;29,35;31,21;2,08;21530603.15;89.488
10.12.21;10.12.21 00:00;68,8;33,42;50,57;40,52;19,38;40,07;20,97;5,91;3,11;30,63;31,34;0;21530603.15;89.488
11.12.21;11.12.21 00:00;68,87;33,13;50,99;40,52;19,65;40,24;21,02;5,98;3,15;29,08;31,26;7,25;21530603.15;89.488
12.12.21;12.12.21 00:00;68,73;32,83;50,73;40,36;19,93;40,07;20,97;5,67;3;28,81;31,11;0,26;21530603.15;89.488
13.12.21;13.12.21 00:00;68,87;32,61;51,25;40,67;20,43;40,42;21,02;6,34;3,19;30,43;31,52;12,79;21530603.15;89.488
14.12.21;14.12.21 00:00;69,02;32,46;51,51;40,83;20,82;40,78;21,02;7,14;3,77;34,66;32,2;10,11;21530603.15;89.488
15.12.21;15.12.21 00:00;69,9;32,79;52,34;41,45;21,39;41,13;21,2;13,08;6,77;89,82;38,99;16,32;21530603.15;89.488
16.12.21;16.12.21 00:00;71,67;35,48;53,18;42,08;21,85;41,49;21,26;14,3;6,59;87,02;39,49;18,6;21530603.15;89.488
17.12.21;17.12.21 00:00;73,16;36,98;58,33;42,55;24,51;41,66;21,44;15,03;6,83;87,22;40,77;9,46;21530603.15;89.488
18.12.21;18.12.21 00:00;73,91;37,94;59,53;43,18;25,37;42,02;21,68;15,52;6,38;86,26;41,18;9,55;21530603.15;89.488
19.12.21;19.12.21 00:00;75,26;43,12;62,42;43,66;26,05;42,02;21,81;16,16;6,13;83;41,96;14,03;21530603.15;89.488
20.12.21;20.12.21 00:00;77,76;44,99;71,1;43,82;26,49;41,84;21,88;16,19;4,6;77,46;42,61;0,47;21530603.15;89.488
21.12.21;21.12.21 00:00;77,92;45,69;71,92;43,82;26,74;41,84;21,88;16,78;4,72;71,09;42,24;0,48;21530603.15;89.488
22.12.21;22.12.21 00:00;80,68;46,17;71,48;43,98;26,87;41,84;21,88;17,4;5,04;61,3;41,66;0,51;21530603.15;89.488
23.12.21;23.12.21 00:00;80,61;46,39;70,98;43,82;26,93;41,84;21,81;17,7;4,95;54,66;40,97;1,08;21530603.15;89.488
24.12.21;24.12.21 00:00;80,45;46,76;70,79;43,66;27,06;41,66;21,88;17,74;4,64;52,08;40,67;0,21;21530603.15;89.488
25.12.21;25.12.21 00:00;80,14;46,87;70,67;43,5;27,12;41,49;21,75;17,36;3,8;49,88;40,26;0;21530603.15;89.488
26.12.21;26.12.21 00:00;79,84;47,09;70,85;43,34;27,25;41,49;21,68;17,11;2,88;47,79;39,93;0;21530603.15;89.488
27.12.21;27.12.21 00:00;79,45;47,2;71,1;43,18;27,31;41,49;21,75;16,94;2,04;46,08;39,65;0;21530603.15;89.488
28.12.21;28.12.21 00:00;79,07;47,35;70,92;43,03;27,38;41,31;21,75;16,19;2,36;44,93;39,43;0,33;21530603.15;89.488
29.12.21;29.12.21 00:00;78,76;47,42;70,73;43,03;27,5;41,49;21,81;27,88;13,51;46,57;41,87;9,64;21530603.15;89.488
30.12.21;30.12.21 00:00;78,61;47,49;70,85;43,18;27,57;41,66;21,81;36,72;17,24;43,44;42,86;5,43;21530603.15;89.488
31.12.21;31.12.21 00:00;78,3;47,46;70,6;43,03;27,57;41,66;21,75;43,43;20,08;41,44;43,53;0,48;21530603.15;89.488
1.01.22;1.01.22 00:00;77,99;47,53;70,35;42,87;27,7;41,66;21,81;45,41;20,76;40,27;43,64;0,06;22510649.87;88.812
2.01.22;2.01.22 00:00;77,69;47,53;70,1;43,03;27,89;41,66;21,94;47,15;21,45;38,43;43,69;1,21;22510649.87;88.812
3.01.22;3.01.22 00:00;77,38;47,46;69,92;42,87;27,82;41,49;21,88;47,5;21,24;38,3;43,59;0,85;22510649.87;88.812
4.01.22;4.01.22 00:00;77,08;47,35;69,79;42,55;27,89;41,31;21,75;47,82;20,91;38,27;43,47;0;22510649.87;88.812
5.01.22;5.01.22 00:00;76,77;47,24;69,6;42,55;27,89;41,31;21,75;47,32;20,64;37,38;43,24;0;22510649.87;88.812
6.01.22;6.01.22 00:00;76,55;47,09;69,48;42,4;27,89;41,13;21,68;47,67;20,32;35,92;43,01;0;22510649.87;88.812
7.01.22;7.01.22 00:00;76,39;46,94;69,29;42,4;28,02;41,13;21,56;47,76;20,12;34,42;42,8;0;22510649.87;88.812
8.01.22;8.01.22 00:00;76,09;46,9;69,1;42,71;28,21;41,31;21,62;47,89;20,21;34,86;42,89;4,16;22510649.87;88.812
9.01.22;9.01.22 00:00;75,71;46,87;68,92;42,71;28,28;41,31;21,62;47,58;20,15;37,98;43,11;0,46;22510649.87;88.812
10.01.22;10.01.22 00:00;75,49;46,87;69,04;42,55;28,28;41,13;21,5;48,15;19,88;38,94;43,18;0,25;22510649.87;88.812
11.01.22;11.01.22 00:00;75,18;46,79;68,79;42,4;28,21;41,13;21,32;48,99;20,39;38,36;43,16;1,5;22510649.87;88.812
12.01.22;12.01.22 00:00;75,11;47,05;68,92;43,5;28,86;41,66;21,5;80,67;36,77;97,18;54,12;24,77;22510649.87;88.812
13.01.22;13.01.22 00:00;76,17;48,67;71,92;45,73;30,78;41,84;21,81;87,39;39,57;97,65;56,15;6,09;22510649.87;88.812
14.01.22;14.01.22 00:00;76,39;49,33;72,29;46,05;31,19;42,02;21,94;89,89;40,37;95,78;56,52;0;22510649.87;88.812
15.01.22;15.01.22 00:00;76,55;49,62;72,54;46,37;31,59;42,02;22,07;89,97;40,42;93,05;56,42;0;22510649.87;88.812
16.01.22;16.01.22 00:00;76,55;49,95;72,6;46,53;31,8;42,2;22,07;91,88;41,27;89,97;56,48;1,85;22510649.87;88.812
17.01.22;17.01.22 00:00;76,62;50,29;72,42;46,53;31,87;42,2;22,14;92,08;41,51;86,12;56,18;0;22510649.87;88.812
18.01.22;18.01.22 00:00;76,55;50,4;72,6;46,37;31,94;42,02;22,14;92,59;41,51;81,56;55,77;0,72;22510649.87;88.812
19.01.22;19.01.22 00:00;76,62;50,65;72,17;46,69;31,94;42,02;22,14;93,13;42,15;78,16;55,57;0,55;22510649.87;88.812
20.01.22;20.01.22 00:00;76,55;50,87;72,1;46,69;32,07;42,02;22,07;82,07;48,39;76,28;54,91;0,38;22510649.87;88.812
21.01.22;21.01.22 00:00;76,32;51,13;71,98;46,85;32,28;42,02;22,07;73,36;52,72;74,58;54,33;0;22510649.87;88.812
22.01.22;22.01.22 00:00;76,77;51,79;72,73;47,65;33,11;42,55;22,44;67,15;55,73;75,94;54,59;17,2;22510649.87;88.812
23.01.22;23.01.22 00:00;76,85;52,45;73,04;47,97;33,46;42,91;22,49;63,69;58,19;76,41;54,75;1,8;22510649.87;88.812
24.01.22;24.01.22 00:00;76,85;52,86;73,35;48,46;33,81;43,26;22,59;63,33;59,74;75,43;54,97;1,5;22510649.87;88.812
25.01.22;25.01.22 00:00;77;53,34;73,79;49,11;34,16;43,8;22,75;62,78;60,25;74,1;55,11;3,4;22510649.87;88.812
26.01.22;26.01.22 00:00;77;53,62;73,98;49,43;34,65;44,15;22,91;62,4;60,66;72,54;55,13;1,33;22510649.87;88.812
27.01.22;27.01.22 00:00;76,7;53,9;74,29;49,92;35,01;43,97;23,09;60,37;60,18;70,42;54,78;0,53;22510649.87;88.812
28.01.22;28.01.22 00:00;76,62;54,29;74,48;49,92;35,3;43,97;23,26;59,56;60,05;68,2;54,56;0;22510649.87;88.812
29.01.22;29.01.22 00:00;76,55;54,4;74,23;50,08;35,73;44,15;23,37;58,62;59,86;66,36;54,34;0,19;22510649.87;88.812
30.01.22;30.01.22 00:00;76,77;55,06;74,23;50,41;36,52;44,33;23,68;57,71;59,67;64,29;54,27;0;22510649.87;88.812
31.01.22;31.01.22 00:00;77,23;55,54;74,92;50,74;37,25;44,68;23,87;57,17;59,2;62,31;54,29;0;22510649.87;88.812
1.02.22;1.02.22 00:00;77,84;56,35;75,42;51,06;38,36;44,68;24,12;56,95;58,66;60,44;54,39;0;22510649.87;80.043
2.02.22;2.02.22 00:00;78,37;56,94;76,23;51,55;39,26;45,22;24,45;58,12;58,81;64,23;55,32;9,18;22510649.87;80.043
3.02.22;3.02.22 00:00;80,22;58,52;79,39;56,36;44,93;51,26;28,84;64,3;60,32;98,97;62,31;29,27;22510649.87;80.043
4.02.22;4.02.22 00:00;83,49;61,49;87,38;61,61;51,4;58,4;34,5;67,55;64,38;98,44;66,86;12,73;22510649.87;80.043
5.02.22;5.02.22 00:00;84,2;62,63;88,38;62,82;53;59,69;36,04;68,16;66,93;99,99;68,18;0;22510649.87;80.043
6.02.22;6.02.22 00:00;84,67;63,26;89,13;63,5;53,77;60,6;36,69;68,89;68,45;99,42;68,84;0;22510649.87;80.043
7.02.22;7.02.22 00:00;84,83;63,84;89,54;63,85;54,37;60,97;37,24;68,97;68,72;98,47;69,08;0;22510649.87;80.043
8.02.22;8.02.22 00:00;85,7;64,75;92,04;65,24;55,58;61,71;38,14;74,01;73,06;99,99;71,02;24,06;22510649.87;80.043
9.02.22;9.02.22 00:00;94,37;74,32;100;71,03;66,17;71,43;44,95;87,49;85,88;99,99;79,56;38,54;22510649.87;80.043
10.02.22;10.02.22 00:00;95,79;77,36;100;73,89;68,78;73,45;46,5;90,84;90,89;99,98;81,75;0,26;22510649.87;80.043
11.02.22;11.02.22 00:00;95,87;78,26;100;74,61;69,73;74,18;47,05;91,3;92,3;98,98;82,23;0;22510649.87;80.043
12.02.22;12.02.22 00:00;95,87;78,9;100;74,97;70,3;74,55;47,48;92,59;93,43;97,21;82,53;0;22510649.87;80.043
13.02.22;13.02.22 00:00;95,54;79,43;100;75,15;70,59;74,73;47,63;94,48;95,16;94,83;82,75;0;22510649.87;80.043
14.02.22;14.02.22 00:00;95,21;79,8;100;75,51;71,06;75,1;48,02;94,8;95,16;92,05;82,67;1,04;22510649.87;80.043
15.02.22;15.02.22 00:00;94,71;80,18;98,65;75,69;71,16;75,47;48,25;94,48;95,83;88,6;82,3;0,25;22510649.87;80.043
16.02.22;16.02.22 00:00;94,29;80,5;96,56;75,87;71,26;75,47;48,5;95,51;95,83;84,63;81,84;0;22510649.87;80.043
17.02.22;17.02.22 00:00;93,88;80,81;96,35;75,87;71,16;75,65;48,75;95,25;95,07;80,27;81,31;0;22510649.87;80.043
18.02.22;18.02.22 00:00;93,47;81,08;97,4;76,05;70,97;75,84;48,83;95,16;94,76;75,34;80,89;0,3;22510649.87;80.043
19.02.22;19.02.22 00:00;93,3;81,67;97,29;76,24;71,16;76,03;49,35;96,19;96,11;73,75;81,11;6,37;22510649.87;80.043
20.02.22;20.02.22 00:00;92,89;82,09;97,4;76,05;71,06;76,03;49,52;98,1;95,93;73,41;81,25;0;22510649.87;80.043
21.02.22;21.02.22 00:00;92,4;82,25;97,81;76,05;70,87;76,03;49,7;99,51;95,83;72,59;81,3;0;22510649.87;80.043
22.02.22;22.02.22 00:00;91,99;82,52;97,5;76,05;70,78;76,03;49,79;97,87;94,76;71,78;80,91;0;22510649.87;80.043
23.02.22;23.02.22 00:00;91,5;82,78;97,6;76,42;70,68;76,41;49,88;99,27;95,75;71,23;81,15;9,5;22510649.87;80.043
24.02.22;24.02.22 00:00;91,25;83,1;97,81;76,78;71,26;76,78;50,41;100;96,86;75,31;81,96;7,77;22510649.87;80.043
25.02.22;25.02.22 00:00;92,64;85,66;100;77,87;73,76;78,28;51,91;100;97,87;82,68;84,07;20,01;22510649.87;80.043
26.02.22;26.02.22 00:00;94,04;88,48;100;78,6;75,13;79,22;52,84;100;98,41;85,43;85,21;1,15;22510649.87;80.043
27.02.22;27.02.22 00:00;94,29;89,22;98,54;78,78;75,32;79,6;53,11;100;99,19;87,08;85,51;0;22510649.87;80.043
28.02.22;28.02.22 00:00;94,13;89,65;98,33;79,33;75,72;79,98;53,38;100;99,77;89,24;85,95;7;22510649.87;80.043
1.03.22;1.03.22 00:00;93,71;90,23;98,54;79,33;75,81;80,16;53,75;100;98,19;92,25;86,2;0,47;22510649.87;87.988
